,Unnamed: 0,CustomerID,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems,FavoriteCategory_Beauty,FavoriteCategory_Books,FavoriteCategory_Clothing,FavoriteCategory_Electronics,FavoriteCategory_Food,FavoriteCategory_Home Goods,FavoriteCategory_Sports,FavoriteCategory_Toys,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
36802,1121.0,CUST01122,35,Other,High,Other,Other,3,4.247857738636894,-13.33110088731973,0.2354054526698168,0.296818468205282,Medium,1,4.382977673656453,0.0715218936759617,0.1134197409585766,0.1127104558419546,Yes,No,Yes,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36803,1128.0,CUST01129,32,Prefer not to say,Very High,Other,Other,4,15.606317766989656,-60.56567957115025,0.0760066152619778,0.7103412027939687,Medium,3,9.443009920705348,0.1302442464524836,0.0208533622361013,0.2361958648278474,Yes,Yes,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,,,,,,,,,,
36804,1129.0,CUST01130,32,Other,Medium,Other,Other,3,94.01577449065368,147.6882742568009,0.4307992415120185,0.2220867738011841,Never,1,9.05462308410494,0.2344938985965205,0.0928653927434545,0.0548901971121141,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36805,1134.0,CUST01135,30,Male,Medium,Other,Other,4,203.25568199927895,975.4987897448704,0.2799249555632237,0.4171323257512118,High,1,5.490988031390062,0.0462844359199425,0.1083183501933188,0.1024016430090911,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,,,,,,,,,,,
36806,1135.0,CUST01136,24,Male,Medium,Other,Other,2,259.12740684045184,479.9120988327824,0.3692761971018052,0.0393969576196282,High,0,7.840903502062197,0.1577091531371621,0.0703812085649522,0.1480005674681292,Yes,Yes,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36807,1143.0,CUST01144,39,Prefer not to say,Very High,Other,Other,6,91.66399835150906,653.3591499316789,0.1149283866919867,0.4172887750522988,Low,2,7.658197533822657,0.1097065919177937,0.060813374760974,0.2254423905915324,Yes,No,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36808,1146.0,CUST01147,49,Prefer not to say,High,Other,Other,0,308.3700341454788,-95.097580050795,0.6721802083107564,0.1020112476721294,Low,2,5.458711293770005,0.0850530370165981,0.2139898270472729,0.5952649929439916,No,Yes,Yes,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36809,1147.0,CUST01148,37,Prefer not to say,Very High,Other,Other,5,19.07501555550219,-12.807806073968536,0.2386565277103539,0.3983945174712764,High,3,5.544355183726209,0.2138725465247816,0.261226370711332,0.2945996222615091,Yes,No,No,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36810,1183.0,CUST01184,30,Prefer not to say,High,Other,Other,4,94.267472214482,307.3189834248055,0.2845095679659623,0.1726625990281812,Low,1,5.463345135599563,0.4215947220165312,0.1245612495485856,0.3248426838029335,Yes,Yes,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36811,1184.0,CUST01185,43,Male,Low,Other,Other,8,48.549985278272736,503.8596170584019,0.5119756521619045,0.5451800327775548,Medium,1,8.306343651995721,0.1718345018215454,0.3152256058437621,0.1920533498153176,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,,,,,,,,,,
36812,1201.0,CUST01202,36,Male,High,Other,Other,6,69.58297505384239,362.5229593836759,0.3508293200304906,0.136064634846764,Never,2,6.173915988837569,0.0613187717124664,0.1195257335835138,0.3035437578196668,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36813,1204.0,CUST00069,32,Prefer not to say,Low,Other,Other,1,91.65396629142629,609.0523453053567,0.1308465046699943,0.1342913224779035,High,1,6.047095601279247,0.2840900968833083,0.3973032160963606,0.4123992932175288,No,No,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36814,1213.0,CUST01214,35,Female,Low,Other,Other,4,42.24749654559152,259.8648858800392,0.2680327075311638,0.4088536622094967,Medium,3,9.642158137499395,0.2414891933212579,0.0347343222666033,0.3183125490108456,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,,,,,,,,,,,
36815,1217.0,CUST01218,39,Female,Low,Other,Other,8,86.85540614321313,809.6431131054734,0.2212415614022639,0.1033162317363408,Low,2,9.86207648167136,0.0912937080558547,0.1787147759572799,0.657115584873565,Yes,No,No,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36816,1221.0,CUST01222,59,Other,Very High,Other,Other,11,105.49599144985572,2345.3910787697077,0.4894392319602622,0.5922375283159247,High,0,3.6954044317769976,0.2507578701680792,0.1473856327854191,0.1752596695851279,Yes,No,No,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36817,1224.0,CUST01225,52,Female,Very High,Other,Other,7,22.868319005785356,99.24692024489669,0.447082337014784,0.3860099174084571,High,1,6.758313142668947,0.3800813059729117,0.1408167650077007,0.0155947721661898,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36818,1232.0,CUST00071,37,Other,Medium,Other,Other,7,69.24433700467533,421.38478411405026,0.2447119542707654,0.5392715162589816,Low,5,8.943376604418845,0.3090118135264935,0.3514704784766744,0.0409479118374979,Yes,No,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,,,,,,,,,,,
36819,1234.0,CUST01235,43,Prefer not to say,Low,Other,Other,11,153.00999841462271,1881.480349154135,0.3108266697708581,0.1800918972182593,Low,3,7.902011794642307,0.3061500881725423,0.160301184359932,0.1816164419271847,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36820,1247.0,CUST01248,38,Female,Very High,Other,Other,3,117.8741846264652,275.8022023715536,0.1527327223306191,0.1394111761151054,High,0,3.690035751659632,0.0271378023446666,0.0733574858062588,0.1361036326603927,Yes,No,No,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36821,1255.0,CUST01256,61,Female,High,Other,Other,6,31.946553257374244,109.73459919216153,0.5408359147441945,0.7462378936400657,Never,2,9.059853219924264,0.3261737992155961,0.1121683794755716,0.4204870006378499,Yes,Yes,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36822,1257.0,CUST01258,47,Prefer not to say,Very High,Other,Other,2,46.806855037686674,160.93770807385587,0.3970303482449737,0.169810626858169,Never,2,4.763273275216998,0.1692046292512607,0.0746807949668139,0.166750885689616,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36823,1301.0,CUST01302,38,Male,Low,Other,Other,3,102.24106614616409,380.7931884851977,0.1605799565074186,0.1248016299597755,Low,2,6.267106872228118,0.4607865169979508,0.3048041858646385,0.2201357339321051,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36824,1304.0,CUST01305,43,Male,Medium,Other,Other,6,307.39405930688224,1876.706839414208,0.0517357445397215,0.1723480072720461,Never,2,4.845585979963474,0.1641411438964764,0.2265696521413499,0.3086045613861045,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,,,,,,,,,,
36825,1311.0,CUST01312,37,Female,High,Other,Other,1,12.69051321338517,-15.05664618736138,0.1028432775004787,0.0765266245221578,Low,1,4.957736224220328,0.049017439540285,0.0630160555400737,0.260544394055886,No,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36826,1328.0,CUST01329,21,Other,Low,Other,Other,8,12.758393536918565,-62.107990082794075,0.4966725560309106,0.1496597145928025,Never,2,5.522179095196665,0.0458894837068052,0.2141089757005078,0.0959915503347345,Yes,No,Yes,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36827,1333.0,CUST01334,21,Female,High,Other,Other,7,23.184094755306827,188.2652245274525,0.0710165905438396,0.3193094540695763,Low,1,8.648259845604711,0.1111213032035841,0.0349586108977557,0.1074316615325137,Yes,No,No,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36828,1337.0,CUST01338,47,Female,High,Other,Other,7,28.75849630493101,205.23508933109235,0.3114632904736717,0.0264227849423052,Low,3,4.841320343185185,0.1402750762901861,0.039755225641694,0.3904611654976557,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36829,1352.0,CUST01353,57,Female,Medium,Other,Other,5,27.042063595287768,91.87164251061012,0.5000322491702599,0.5140413905082256,Medium,1,5.9051855595141935,0.2080289682206856,0.3211389494062253,0.1293897141624524,Yes,Yes,No,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36830,1356.0,CUST01357,36,Other,Medium,Other,Other,2,22.687189314287767,159.05595576820164,0.3761689061841481,0.1413098364653983,Never,1,7.760778157540448,0.0987507175154441,0.1909303922607097,0.323385101408795,Yes,No,No,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36831,1377.0,CUST00078,37,Other,Low,Other,Other,7,189.17838513130425,1204.9021228486113,0.0506810203574794,0.4983622955446543,High,2,10.0,0.1060649515332345,0.2452601370738815,0.2746302678965897,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36832,1395.0,CUST01396,36,Female,Very High,Other,Other,10,14.224820229522283,104.29516130005568,0.3827990925740721,0.3260259965947005,Low,1,8.171967698526146,0.3080233646798119,0.1363930191441648,0.0598094045518289,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36833,1426.0,CUST01427,35,Female,Very High,Other,Other,9,54.44099957400046,273.738146212947,0.1763394824433399,0.0715914408890644,Medium,1,9.31306287385236,0.2326526206218483,0.1997806525936637,0.0711047014112853,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36834,1427.0,CUST01428,36,Prefer not to say,Low,Other,Other,0,118.57492634245764,-20.612007092124767,0.3983021448831025,0.2217566002901063,Never,2,6.824134913031344,0.2748913307624205,0.3753704080477521,0.2826151992264227,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36835,1431.0,CUST01432,49,Prefer not to say,High,Other,Other,2,75.49611877577618,295.1699046491676,0.1281659561802764,0.1980404861935586,Low,0,9.689834863876246,0.1465423414743444,0.2503874970400285,0.2730986686766423,Yes,Yes,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36836,1438.0,CUST01439,45,Prefer not to say,Medium,Other,Other,4,73.08004641474845,213.98490666994036,0.5282371985107941,0.3869921751424759,Never,3,6.844383671967672,0.4741713484563604,0.1403869628184063,0.2785491123784128,Yes,Yes,No,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,,,,,,,,,,,
36837,1440.0,CUST01441,32,Male,High,Other,Other,2,198.35613909219887,258.5444774842281,0.3049618230088042,0.5129995222075912,Medium,1,6.903894196538945,0.436619115467905,0.0273141341430842,0.2405090388032569,Yes,No,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36838,1453.0,CUST01454,37,Female,High,Other,Other,8,31.968238819187523,171.04868509330893,0.3728448962121106,0.2844511079588542,Low,1,6.210196583770023,0.2424401249277784,0.2142715937914452,0.244113578320033,Yes,Yes,No,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36839,1462.0,CUST01463,60,Other,Medium,Other,Other,8,116.69400675102392,934.75622945319,0.2017900546468582,0.4250061333733338,Medium,3,5.373546742734762,0.0884427413749976,0.0489813607226416,0.2106768198679468,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36840,1466.0,CUST01467,21,Prefer not to say,Low,Other,Other,4,17.652541623366798,567.578802569898,0.4310313029463364,0.466342809134288,High,5,5.500351463622749,0.1862077072417432,0.0772625700042767,0.1473575186141599,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,,,,,,,,,,,
36841,1474.0,CUST01475,21,Prefer not to say,High,Other,Other,0,10.067400193951157,-144.80721955297133,0.4481099242976492,0.6037956242114331,High,3,6.863840587203981,0.1970927441393818,0.0825556948700401,0.308778469025511,No,No,Yes,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36842,1475.0,CUST01476,23,Male,Low,Other,Other,2,84.98985909071818,18.460969712551933,0.4735758893872683,0.3936737912527394,Medium,0,8.249943402161248,0.2964480634299098,0.1922450983483142,0.3261005057957614,Yes,Yes,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,
36843,1476.0,CUST01477,33,Other,Medium,Other,Other,6,28.269196274940448,115.3506673515954,0.3514472742805498,0.7658988468645318,Never,0,6.287166798207778,0.110680388348641,0.1464386111907348,0.0829398653978162,Yes,No,No,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36844,1480.0,CUST01481,32,Male,Low,Other,Other,2,17.382566482223513,211.5341800806993,0.2152485771852803,0.1326436668242178,Never,6,6.4380192552877675,0.2238751059884882,0.216139122592678,0.0500929272313534,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36845,1485.0,CUST01486,52,Male,Very High,Other,Other,9,70.6492756910884,635.3901820072451,0.2450758320453182,0.3358532634030328,High,1,3.235089983926438,0.3728201999118205,0.1207222108018522,0.0369468564792638,Yes,No,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36846,1488.0,CUST01489,30,Prefer not to say,Medium,Other,Other,6,534.8625862877444,3193.44008322764,0.2161357181049658,0.6163006710986518,Never,0,8.695655208553166,0.1911215009022872,0.1581173413297406,0.2005249901383622,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36847,1493.0,CUST01494,20,Prefer not to say,Medium,Other,Other,14,28.778342381244677,421.2572188731537,0.3728110075746829,0.6682743205517938,High,4,7.285161545882587,0.1940454044388841,0.1161636924276768,0.3203209352522024,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36848,1494.0,CUST01495,48,Other,Low,Other,Other,5,64.62889293467514,427.6199113630402,0.1914941316470027,0.158712162559942,Never,1,8.55008533008746,0.1871740822844228,0.085665327865002,0.1465897258722426,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36849,1497.0,CUST01498,28,Prefer not to say,Low,Other,Other,6,99.87958710326016,593.2125484236288,0.1868791659596347,0.0903077703528305,Never,2,8.690313213844332,0.3090485842272086,0.1111668649906475,0.2010738880457559,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36850,1498.0,CUST01499,39,Other,Medium,Other,Other,9,36.42964864233349,248.3942167108604,0.3516834960542629,0.1335277443508616,Low,2,8.046891660490916,0.2372165820858321,0.2979952214205925,0.5378533868297775,Yes,No,No,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36851,1503.0,CUST01504,22,Prefer not to say,Medium,Other,Other,6,24.52187496332934,89.53730691052408,0.1452683971203404,0.5888337254020458,Never,2,8.374161461457012,0.231079461308819,0.1883479010087086,0.247746492358358,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,,,,,,,,,,,
36852,1514.0,CUST01515,43,Prefer not to say,Very High,Other,Other,6,101.64763010453257,226.367067139585,0.0491282318415493,0.1291788820628323,Medium,4,8.56222796615295,0.2589055816720575,0.197508141732769,0.2960013382733164,Yes,Yes,Yes,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36853,1520.0,CUST00086,29,Male,Medium,Other,Other,13,57.43681316238915,814.0173043408187,0.0298154961548596,0.3454595176207908,Medium,4,3.654227407024829,0.1781545983856758,0.2460236899045177,0.2313898616879713,Yes,No,Yes,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36854,1523.0,CUST01524,35,Female,Very High,Other,Other,8,31.50602001945992,342.1246941108561,0.4082621719408357,0.3466592484311134,Medium,2,10.0,0.2523689900116113,0.2377895979313656,0.2630700891840397,Yes,Yes,Yes,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36855,1525.0,CUST00087,23,Other,Very High,Other,Other,4,46.23212781149346,151.06878943137036,0.2562401383970145,0.4164528627460165,High,2,5.925843390610337,0.2362101697849051,0.1101646058148221,0.1871809643410986,Yes,No,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36856,1526.0,CUST01527,38,Prefer not to say,High,Other,Other,3,85.20517264245906,230.8538724532788,0.1902702523274692,0.1916039652105044,Medium,4,6.824426950452805,0.1591536441193037,0.2118910775268772,0.2248716660945209,Yes,No,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36857,1557.0,CUST01558,38,Female,Medium,Other,Other,4,31.85897767054098,135.48676680174438,0.0759191377482451,0.4999251383200259,High,2,7.7185494072958765,0.2007267114938775,0.1627390775958399,0.340275695348213,Yes,No,No,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,,,,,,,,,,,
36858,1578.0,CUST01579,18,Prefer not to say,High,Other,Other,3,50.89880020389021,254.4080436841067,0.1345713798561419,0.4973869267775068,Medium,2,4.976685634855116,0.3834608066321121,0.0414083372449953,0.0777044092220401,Yes,No,Yes,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,,,,,,,,,,,
36859,1606.0,CUST01607,32,Other,Medium,Other,Other,3,25.997085525462406,159.7993080322602,0.1799521552331716,0.5337908267664139,Medium,2,6.794250763543193,0.1893634602234145,0.2548704066907061,0.3363075659817991,Yes,No,No,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36860,1615.0,CUST01616,36,Prefer not to say,Medium,Other,Other,2,99.05904697923911,172.89096938521075,0.2421650004546024,0.6654149428568368,High,0,5.771145782503102,0.1267869701342821,0.1880662528556671,0.1496428397621344,Yes,No,No,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36861,1623.0,CUST01624,32,Male,Medium,Other,Other,2,213.3725353494073,304.1787740726777,0.6656906581929891,0.4842597470841353,Never,4,9.034542363931626,0.0858034707451365,0.5070032064415941,0.2052512610135609,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36862,1624.0,CUST01625,38,Prefer not to say,Very High,Other,Other,9,290.0984080635006,5348.875231395529,0.4224369270672304,0.0214775524259261,Never,2,6.1064490639528906,0.287363916543747,0.0183798425210614,0.2777943509127092,Yes,Yes,No,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,,,,,,,,,,,
36863,1627.0,CUST01628,49,Female,High,Other,Other,5,531.0545637168791,1096.73529327031,0.0898249865194933,0.3364525944953711,Medium,0,7.472609246338968,0.2657390746255033,0.177692301978392,0.232406300113269,Yes,Yes,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36864,1630.0,CUST01631,23,Prefer not to say,Low,Other,Other,5,560.4028685971665,2626.8103268078603,0.210711493690063,0.2871255282874317,Never,1,8.32190573192741,0.2516358482522164,0.2467664534672214,0.3157985391971004,Yes,Yes,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36865,1635.0,CUST01636,38,Prefer not to say,Very High,Other,Other,11,49.67881428433056,169.30770728972553,0.4362689670107643,0.1718088623198939,Medium,0,6.730392911112938,0.3036378213588377,0.2026668004145889,0.0614115452816102,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,,,,,,,,,,
36866,1639.0,CUST01640,34,Female,High,Other,Other,5,111.93749282067706,491.45036680854435,0.2269843957622224,0.2322353106170152,High,2,6.6852605659995765,0.4114403871215204,0.1643027530428168,0.3708430525569552,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,,,,,,,,,,,
36867,1643.0,CUST00093,30,Prefer not to say,Very High,Other,Other,3,234.3998231437293,765.5052139344355,0.1319832598323242,0.2836580136669402,Low,4,5.816151399791539,0.167648785792731,0.1134977083318179,0.4355009677944408,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36868,1645.0,CUST01646,42,Other,Very High,Other,Other,1,32.907390547809975,-56.691960719353965,0.1754351424496544,0.0790286715583587,Medium,1,5.577492430764024,0.1070810705503501,0.0399781741663113,0.2495554747834694,No,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36869,1648.0,CUST01649,53,Prefer not to say,High,Other,Other,6,52.267952007509365,289.3857993048336,0.1878657270589935,0.2416590779186748,Never,2,10.0,0.1631970511007547,0.1698652664363568,0.3128813609172914,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36870,1657.0,CUST01658,37,Prefer not to say,Low,Other,Other,5,13.570581031329493,470.4309013343563,0.5148874614316776,0.2733212857770751,Medium,1,9.813052479806018,0.2938288526277837,0.0524514205891008,0.2574748213209135,Yes,Yes,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,,,,,,,,,,,
36871,1660.0,CUST01661,51,Male,Very High,Other,Other,1,66.88679943805207,133.52068790033604,0.0990424490094911,0.3241087299699761,Medium,1,4.8631477807686645,0.1363849060730802,0.2879944380452998,0.1766244332742723,No,Yes,No,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36872,1662.0,CUST01663,17,Female,Low,Other,Other,8,13.674763093616075,187.1784365447279,0.1236131362306015,0.1952743689680979,Low,1,5.85554227921678,0.2508248215080039,0.3171965601973885,0.2280606805700683,Yes,Yes,No,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36873,1663.0,CUST01664,39,Prefer not to say,Very High,Other,Other,3,24.695520300562503,152.74802005454436,0.5184099717998771,0.1606228348751969,High,0,3.9469851293938656,0.1647859265833515,0.149000629915443,0.1237332545718254,Yes,No,Yes,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36874,1671.0,CUST01672,37,Prefer not to say,Low,Other,Other,10,36.13546654670174,383.48977132075066,0.3449242151170215,0.565161127622443,Never,2,6.4906572053511615,0.4166506832294759,0.1266031656782718,0.1427021294689924,Yes,Yes,Yes,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36875,1672.0,CUST00094,38,Prefer not to say,High,Other,Other,6,52.03882067134769,281.32399864498154,0.3842874305905916,0.1466118224098051,Medium,2,6.673437546968777,0.0557654883773569,0.1966671133795827,0.2875905478931093,Yes,No,No,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,,,,,,,,,,,
36876,1682.0,CUST01683,28,Prefer not to say,Low,Other,Other,3,22.200732834138854,0.1562635134535241,0.6385611922502678,0.287088693922939,Medium,2,7.047729296316696,0.2401991878084784,0.1781978377422872,0.2765812801433023,Yes,No,Yes,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,,,,,,,,,,,
36877,1691.0,CUST01692,56,Female,High,Other,Other,6,27.641584166255377,-17.037998600149905,0.0957465209309939,0.1327923567120948,Medium,1,8.032838187244593,0.4329596821341386,0.2305740900903422,0.1819180570801655,Yes,Yes,Yes,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36878,1692.0,CUST01693,41,Prefer not to say,High,Other,Other,5,42.08815628031703,526.9879408013757,0.4433952308410938,0.2446930554572782,Medium,0,5.811291910326695,0.4002501410899295,0.0453238311976221,0.4349063602459653,Yes,Yes,No,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,,,,,,,,,,,
36879,1705.0,CUST01706,37,Male,High,Other,Other,2,166.4093071466066,349.05057891758617,0.3981538153139964,0.0622723795565355,Medium,2,7.028113939899995,0.2514869186926947,0.0746740278688507,0.2035032122908109,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36880,1708.0,CUST01709,37,Prefer not to say,Low,Other,Other,5,342.12373772475536,1600.7069733193198,0.2981223123501647,0.2605053488433445,Low,2,4.991103686928467,0.2798629108001374,0.0740357176524529,0.1334139505130549,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36881,1711.0,CUST01712,19,Prefer not to say,High,Other,Other,2,58.66915021016215,179.82579524279325,0.0759473274160162,0.1173459526718868,High,2,4.520910375694288,0.1929439682503667,0.2458582059939474,0.0812105820824078,Yes,No,No,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36882,1717.0,CUST01718,43,Other,Very High,Other,Other,4,116.66439958671629,339.30793669975037,0.2635951783497316,0.3078139103326484,High,1,6.104893722397957,0.1988226914930948,0.0582619154601957,0.076340879960005,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36883,1725.0,CUST01726,51,Other,High,Other,Other,2,115.06834129422536,244.3766092010326,0.3767220307337671,0.6090449705123537,Never,2,7.245024030562901,0.1272024306695065,0.3060232255148673,0.0367376437009175,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36884,1729.0,CUST01730,30,Male,Very High,Other,Other,6,61.4494526954485,359.5756927879868,0.5458549641932955,0.7124466662943258,High,2,6.872507713585984,0.1621863346860319,0.5095053123977473,0.1391164188387755,Yes,Yes,No,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,,,,,,,,,,,
36885,1737.0,CUST01738,24,Female,Low,Other,Other,10,62.47197743221847,729.2303844884145,0.4033018717370448,0.1442784443053297,Never,3,3.923149444736272,0.0965410527529048,0.1339148220919494,0.1675771705687768,Yes,No,No,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,
36886,1747.0,CUST01748,55,Other,Very High,Other,Other,6,71.16511587114748,422.19169637967826,0.1465947933974924,0.198488481671619,Never,2,7.126832879082317,0.2720217879134819,0.1113549021621258,0.1564964471968958,Yes,No,No,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36887,1748.0,CUST01749,21,Prefer not to say,Medium,Other,Other,7,38.389647528774866,282.1107856641653,0.4391716996791663,0.403399607629027,High,5,7.487985058907298,0.2925279095258569,0.1273260676237452,0.0702998050622547,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
